Time	CpX	CpY	BottomLeft	BottomRight	TopLeft	TopRight	Weight	RAWBottomLeft	RAWBottomRight	RAWTopLeft	RAWTopRight
37.823    	    -0.872	    -0.871	   188.574	   188.426	   176.859	   148.710	    71.691	     17893	      7252	     10560	     11920
37.848    	    -0.822	    -0.840	   187.617	   188.824	   177.362	   149.465	    71.762	     17883	      7256	     10565	     11928
37.872    	    -0.824	    -0.804	   186.947	   188.227	   177.864	   149.842	    71.723	     17876	      7250	     10570	     11932
37.898    	    -0.751	    -0.753	   185.703	   188.227	   178.166	   151.257	    71.771	     17863	      7250	     10573	     11947
37.923    	    -0.732	    -0.713	   184.841	   187.332	   178.166	   151.918	    71.659	     17854	      7241	     10573	     11954
37.948    	    -0.661	    -0.683	   183.980	   187.929	   178.468	   153.050	    71.778	     17845	      7247	     10576	     11966
37.973    	    -0.624	    -0.660	   183.310	   187.332	   177.965	   153.710	    71.665	     17838	      7241	     10571	     11973
37.998    	    -0.656	    -0.682	   183.980	   187.133	   177.663	   153.238	    71.634	     17845	      7239	     10568	     11968
38.023    	    -0.610	    -0.693	   183.789	   188.227	   177.663	   153.427	    71.746	     17843	      7250	     10568	     11970
38.047    	    -0.655	    -0.704	   183.789	   188.028	   177.864	   152.389	    71.640	     17843	      7248	     10570	     11959
38.072    	    -0.632	    -0.705	   184.076	   188.725	   178.166	   152.955	    71.829	     17846	      7255	     10573	     11965
38.098    	    -0.662	    -0.742	   184.554	   188.526	   177.362	   151.918	    71.669	     17851	      7253	     10565	     11954
38.123    	    -0.629	    -0.748	   184.076	   188.924	   177.060	   151.823	    71.621	     17846	      7257	     10562	     11953
38.148    	    -0.601	    -0.817	   184.746	   190.615	   176.256	   150.880	    71.683	     17853	      7274	     10554	     11943
38.172    	    -0.601	    -0.816	   184.841	   190.715	   176.357	   150.974	    71.723	     17854	      7275	     10555	     11944
38.198    	    -0.590	    -0.833	   185.320	   191.511	   176.457	   151.069	    71.873	     17859	      7283	     10556	     11945
38.223    	    -0.583	    -0.846	   185.416	   191.809	   176.256	   150.880	    71.874	     17860	      7286	     10554	     11943
38.247    	    -0.594	    -0.848	   184.650	   191.212	   175.854	   150.031	    71.607	     17852	      7280	     10550	     11934
38.273    	    -0.584	    -0.866	   184.841	   191.610	   175.552	   149.842	    71.617	     17854	      7284	     10547	     11932
38.297    	    -0.577	    -0.878	   185.224	   191.909	   175.351	   149.936	    71.676	     17858	      7287	     10545	     11933
38.323    	    -0.580	    -0.873	   185.511	   191.809	   175.452	   150.314	    71.743	     17861	      7286	     10546	     11937
38.348    	    -0.559	    -0.867	   185.607	   191.809	   175.251	   150.880	    71.791	     17862	      7286	     10544	     11943
38.372    	    -0.563	    -0.871	   185.416	   191.312	   174.748	   150.597	    71.640	     17860	      7281	     10539	     11940
38.397    	    -0.532	    -0.866	   185.511	   191.809	   174.849	   151.257	    71.778	     17861	      7286	     10540	     11947
38.423    	    -0.586	    -0.876	   185.703	   191.809	   175.452	   150.314	    71.763	     17863	      7286	     10546	     11937
38.448    	    -0.589	    -0.871	   185.894	   191.511	   175.351	   150.597	    71.771	     17865	      7283	     10545	     11940
38.472    	    -0.552	    -0.893	   185.894	   192.506	   175.050	   150.502	    71.832	     17865	      7293	     10542	     11939
38.498    	    -0.530	    -0.852	   185.129	   191.411	   174.849	   151.352	    71.708	     17857	      7282	     10540	     11948
38.523    	    -0.502	    -0.809	   184.554	   191.113	   175.351	   152.484	    71.786	     17851	      7279	     10545	     11960
38.547    	    -0.524	    -0.802	   184.554	   190.317	   175.150	   152.389	    71.675	     17851	      7271	     10543	     11959
38.573    	    -0.508	    -0.770	   184.171	   189.521	   175.050	   153.238	    71.631	     17847	      7263	     10542	     11968
38.598    	    -0.535	    -0.754	   183.693	   189.521	   175.954	   152.767	    71.626	     17842	      7263	     10551	     11963
38.623    	    -0.501	    -0.772	   183.980	   190.416	   175.753	   153.050	    71.755	     17845	      7272	     10549	     11966
38.649    	    -0.469	    -0.805	   184.554	   191.013	   174.849	   153.144	    71.792	     17851	      7278	     10540	     11967
38.673    	    -0.471	    -0.826	   184.746	   191.511	   174.748	   152.672	    71.804	     17853	      7283	     10539	     11962
38.698    	    -0.441	    -0.844	   184.554	   191.809	   174.044	   152.484	    71.724	     17851	      7286	     10532	     11960
38.723    	    -0.508	    -0.874	   185.703	   191.809	   174.245	   151.635	    71.775	     17863	      7286	     10534	     11951
38.748    	    -0.489	    -0.897	   184.937	   193.003	   174.447	   150.502	    71.723	     17855	      7298	     10536	     11939
38.773    	    -0.500	    -0.912	   185.416	   193.401	   174.547	   150.314	    71.804	     17860	      7302	     10537	     11937
38.798    	    -0.482	    -0.924	   185.129	   193.600	   174.145	   150.031	    71.725	     17857	      7304	     10533	     11934
38.823    	    -0.466	    -0.931	   185.224	   193.998	   174.044	   150.125	    71.775	     17858	      7308	     10532	     11935
38.848    	    -0.461	    -0.940	   184.746	   193.799	   173.542	   149.559	    71.596	     17853	      7306	     10527	     11929
38.873    	    -0.525	    -0.978	   186.277	   193.799	   173.441	   148.899	    71.675	     17869	      7306	     10526	     11922
38.898    	    -0.474	    -1.010	   186.181	   195.491	   173.341	   148.616	    71.799	     17868	      7323	     10525	     11919
38.923    	    -0.522	    -1.043	   188.000	   196.088	   173.642	   148.521	    72.066	     17887	      7329	     10528	     11918
38.948    	    -0.542	    -1.058	   188.574	   195.889	   173.341	   148.333	    72.055	     17893	      7327	     10525	     11916
38.973    	    -0.557	    -1.111	   190.201	   196.983	   173.039	   148.049	    72.273	     17910	      7338	     10522	     11913
38.997    	    -0.609	    -1.111	   191.159	   196.784	   173.642	   148.049	    72.412	     17920	      7336	     10528	     11913
39.023    	    -0.729	    -1.130	   192.211	   194.993	   173.341	   146.729	    72.171	     17931	      7318	     10525	     11899
39.047    	    -0.786	    -1.106	   192.307	   193.202	   173.240	   146.729	    71.988	     17932	      7300	     10524	     11899
39.073    	    -0.859	    -1.113	   192.786	   192.406	   173.441	   145.880	    71.889	     17937	      7292	     10526	     11890
39.097    	    -1.012	    -1.051	   191.637	   187.630	   173.140	   144.559	    71.119	     17925	      7244	     10523	     11876
39.123    	    -1.033	    -0.963	   188.000	   183.452	   172.034	   143.804	    70.132	     17887	      7202	     10512	     11868
39.147    	    -1.071	    -0.925	   185.990	   181.064	   171.431	   142.672	    69.506	     17866	      7178	     10506	     11856
39.173    	    -1.071	    -1.164	   195.753	   190.118	   173.140	   143.993	    71.735	     17968	      7269	     10523	     11870
39.198    	    -1.108	    -1.286	   202.740	   195.590	   175.150	   145.502	    73.366	     18041	      7324	     10543	     11886
39.223    	    -1.268	    -1.359	   207.334	   195.690	   175.552	   144.842	    73.818	     18089	      7325	     10547	     11879
39.248    	    -1.152	    -1.283	   199.869	   191.013	   171.732	   143.049	    72.006	     18011	      7278	     10509	     11860
39.272    	    -1.407	    -1.185	   196.902	   182.357	   170.426	   140.124	    70.389	     17980	      7191	     10496	     11829
39.298    	    -1.416	    -1.294	   198.337	   183.750	   168.817	   138.332	    70.330	     17995	      7205	     10480	     11810
39.322    	    -1.370	    -1.404	   201.496	   187.531	   168.516	   138.426	    71.017	     18028	      7243	     10477	     11811
39.348    	    -1.315	    -1.566	   205.420	   192.108	   167.209	   137.860	    71.694	     18069	      7289	     10464	     11805
39.373    	    -1.266	    -1.716	   210.493	   197.381	   166.807	   138.238	    72.747	     18122	      7342	     10460	     11809
39.397    	    -1.196	    -1.739	   208.292	   196.287	   164.193	   137.200	    72.038	     18099	      7331	     10434	     11798
39.423    	    -1.134	    -1.761	   206.090	   196.187	   162.685	   135.879	    71.514	     18076	      7330	     10419	     11784
39.448    	    -1.139	    -1.773	   204.463	   194.993	   161.479	   134.369	    70.949	     18059	      7318	     10407	     11768
39.473    	    -1.061	    -1.776	   204.272	   196.088	   161.177	   135.219	    71.097	     18057	      7329	     10404	     11777
39.498    	    -1.023	    -1.847	   205.994	   199.470	   161.579	   134.936	    71.631	     18075	      7363	     10408	     11774
39.523    	    -1.017	    -1.868	   206.952	   199.968	   161.278	   135.219	    71.777	     18085	      7368	     10405	     11777
39.548    	    -1.030	    -1.870	   208.004	   199.669	   161.077	   135.879	    71.901	     18096	      7365	     10403	     11784
39.573    	    -1.107	    -1.878	   208.674	   197.381	   159.971	   135.407	    71.575	     18103	      7342	     10392	     11779
39.598    	    -1.167	    -1.838	   208.579	   195.789	   160.574	   135.596	    71.483	     18102	      7326	     10398	     11781
39.622    	    -1.370	    -1.863	   210.876	   193.700	   161.077	   133.992	    71.392	     18126	      7305	     10403	     11764
39.648    	    -1.437	    -1.857	   212.599	   192.605	   161.177	   134.652	    71.534	     18144	      7294	     10404	     11771
39.672    	    -1.620	    -1.861	   216.044	   191.511	   162.786	   134.558	    71.928	     18180	      7283	     10420	     11770
39.698    	    -1.673	    -1.829	   216.427	   190.217	   163.288	   135.030	    71.935	     18184	      7270	     10425	     11775
39.723    	    -1.855	    -1.822	   217.193	   187.332	   163.690	   133.426	    71.596	     18192	      7241	     10429	     11758
39.747    	    -1.873	    -1.814	   217.385	   187.033	   163.891	   133.520	    71.615	     18194	      7238	     10431	     11759
39.773    	    -1.933	    -1.811	   217.863	   185.939	   163.891	   133.237	    71.524	     18199	      7227	     10431	     11756
39.798    	    -2.007	    -1.784	   218.342	   184.546	   164.494	   133.332	    71.501	     18204	      7213	     10437	     11757
39.828    	    -1.967	    -1.816	   218.342	   185.939	   164.293	   132.954	    71.585	     18204	      7227	     10435	     11753
39.847    	    -2.015	    -1.840	   218.629	   185.541	   163.992	   131.916	    71.437	     18207	      7223	     10432	     11742
39.873    	    -2.039	    -1.821	   218.725	   185.640	   164.997	   132.011	    71.569	     18208	      7224	     10442	     11743
39.898    	    -2.032	    -1.841	   219.873	   185.243	   163.891	   132.671	    71.600	     18220	      7220	     10431	     11750
39.923    	    -2.005	    -1.906	   220.543	   187.033	   163.288	   131.728	    71.693	     18227	      7238	     10425	     11740
39.948    	    -2.023	    -1.903	   221.213	   186.337	   162.987	   132.200	    71.708	     18234	      7231	     10422	     11745
39.972    	    -2.038	    -1.928	   221.213	   186.834	   162.987	   131.256	    71.662	     18234	      7236	     10422	     11735
39.998    	    -2.058	    -1.939	   222.362	   186.138	   162.283	   131.728	    71.685	     18246	      7229	     10415	     11740
40.023    	    -2.093	    -2.013	   223.893	   186.834	   161.378	   130.501	    71.695	     18262	      7236	     10406	     11727
40.047    	    -2.126	    -2.014	   224.659	   186.138	   161.177	   130.690	    71.700	     18270	      7229	     10404	     11729
40.073    	    -2.241	    -2.065	   227.243	   186.138	   161.479	   129.652	    71.889	     18297	      7229	     10407	     11718
40.098    	    -2.329	    -2.108	   228.775	   185.342	   160.876	   128.614	    71.797	     18313	      7221	     10401	     11707
40.124    	    -2.462	    -2.130	   231.167	   183.750	   160.775	   128.143	    71.820	     18338	      7205	     10400	     11702
40.148    	    -2.788	    -2.213	   236.336	   180.566	   160.473	   125.690	    71.741	     18392	      7173	     10397	     11676
40.173    	    -3.002	    -2.269	   240.165	   178.875	   160.574	   124.275	    71.825	     18432	      7156	     10398	     11661
40.198    	    -3.471	    -2.343	   245.716	   173.502	   160.674	   120.595	    71.478	     18490	      7102	     10399	     11622
40.223    	    -3.763	    -2.381	   249.545	   171.612	   162.383	   118.331	    71.619	     18530	      7083	     10416	     11598
